name,smiles,aryl,core,linker,warhead,MW,logP,QED,nRot,sim_parent
gen_biphen_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,acrylamide,397.5,3.25,0.626,3,0.262
gen_biphen_thieno_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,cyclobutenylamide,423.5,3.78,0.632,3,0.253
gen_biphen_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,fluoroacrylamide,415.5,3.54,0.604,3,0.202
gen_biphen_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,propiolamide,395.5,2.69,0.616,2,0.178
gen_biphen_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,acetyl,385.5,3.08,0.669,2,0.184
gen_biphen_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,azetidine,cyclopropanecarbonyl,411.5,3.47,0.651,3,0.18
gen_biphen_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,acrylamide,411.5,3.64,0.607,3,0.244
gen_biphen_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,cyclobutenylamide,437.6,4.17,0.607,3,0.233
gen_biphen_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,fluoroacrylamide,429.5,3.94,0.582,3,0.189
gen_biphen_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,propiolamide,409.5,3.09,0.6,2,0.167
gen_biphen_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,acetyl,399.5,3.47,0.651,2,0.185
gen_biphen_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,425.6,3.86,0.628,3,0.17
gen_biphen_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,acrylamide,425.6,4.03,0.585,3,0.242
gen_biphen_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,cyclobutenylamide,451.6,4.56,0.576,3,0.228
gen_biphen_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,fluoroacrylamide,443.5,4.33,0.556,3,0.188
gen_biphen_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,propiolamide,423.5,3.48,0.582,2,0.165
gen_biphen_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,acetyl,413.5,3.86,0.629,2,0.183
gen_biphen_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3ccc(-c4ccccc4)cc3)N=C21,biphenyl,thienopyrimidine,piperidine,cyclopropanecarbonyl,439.6,4.25,0.602,3,0.168
gen_pyridy_9Me-pu_azet_cyclo,Cn1cnc2c1=NCC1CN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,pyridyl-CF3,9Me-purine,azetidine,cyclobutenylamide,414.4,1.2,0.741,2,0.326
gen_pyridy_9Me-pu_pyrr_acryl,C=CC(=O)N1CCC2CN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,9Me-purine,pyrrolidine,acrylamide,402.4,1.06,0.705,2,0.315
gen_pyridy_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,pyridyl-CF3,9Me-purine,pyrrolidine,cyclobutenylamide,428.4,1.59,0.729,2,0.304
gen_pyridy_9Me-pu_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,9Me-purine,pyrrolidine,fluoroacrylamide,420.4,1.35,0.544,2,0.247
gen_pyridy_9Me-pu_pyrr_cyclo,Cn1cnc2c1=NCC1CCN(C(=O)C3CC3)C1=NC=2c1cc(C(F)(F)F)ccn1,pyridyl-CF3,9Me-purine,pyrrolidine,cyclopropanecarbonyl,416.4,1.28,0.74,2,0.24
gen_pyridy_9Me-pu_pipe_acryl,C=CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,9Me-purine,piperidine,acrylamide,416.4,1.45,0.696,2,0.312
gen_pyridy_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3=CCC3)C1=NC=2c1cc(C(F)(F)F)ccn1,pyridyl-CF3,9Me-purine,piperidine,cyclobutenylamide,442.4,1.98,0.714,2,0.298
gen_pyridy_9Me-pu_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,9Me-purine,piperidine,fluoroacrylamide,434.4,1.74,0.534,2,0.245
gen_pyridy_9Me-pu_pipe_acety,CC(=O)N1CCC2CCN=c3c(ncn3C)=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,9Me-purine,piperidine,acetyl,404.4,1.28,0.719,1,0.242
gen_pyridy_9Me-pu_pipe_cyclo,Cn1cnc2c1=NCCC1CCN(C(=O)C3CC3)C1=NC=2c1cc(C(F)(F)F)ccn1,pyridyl-CF3,9Me-purine,piperidine,cyclopropanecarbonyl,430.4,1.67,0.728,2,0.237
gen_pyridy_7-deaz_azet_acryl,C=CC(=O)N1CC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,azetidine,acrylamide,373.3,1.26,0.805,2,0.253
gen_pyridy_7-deaz_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,azetidine,cyclobutenylamide,399.4,1.8,0.836,2,0.258
gen_pyridy_7-deaz_azet_fluor,C=C(F)C(=O)N1CC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,azetidine,fluoroacrylamide,391.3,1.56,0.623,2,0.188
gen_pyridy_7-deaz_azet_acety,CC(=O)N1CC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,azetidine,acetyl,361.3,1.09,0.826,1,0.189
gen_pyridy_7-deaz_azet_cyclo,O=C(C1CC1)N1CC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,azetidine,cyclopropanecarbonyl,387.4,1.49,0.848,2,0.177
gen_pyridy_7-deaz_pyrr_acryl,C=CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,acrylamide,387.4,1.65,0.796,2,0.25
gen_pyridy_7-deaz_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,cyclobutenylamide,413.4,2.19,0.82,2,0.24
gen_pyridy_7-deaz_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,fluoroacrylamide,405.4,1.95,0.613,2,0.188
gen_pyridy_7-deaz_pyrr_propi,C#CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,propiolamide,385.3,1.1,0.747,1,0.176
gen_pyridy_7-deaz_pyrr_acety,CC(=O)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,acetyl,375.4,1.49,0.82,1,0.194
gen_pyridy_7-deaz_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,pyrrolidine,cyclopropanecarbonyl,401.4,1.88,0.835,2,0.18
gen_pyridy_7-deaz_pipe_acryl,C=CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,acrylamide,401.4,2.04,0.783,2,0.247
gen_pyridy_7-deaz_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,cyclobutenylamide,427.4,2.58,0.8,2,0.235
gen_pyridy_7-deaz_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,fluoroacrylamide,419.4,2.34,0.6,2,0.186
gen_pyridy_7-deaz_pipe_propi,C#CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,propiolamide,399.4,1.49,0.738,1,0.175
gen_pyridy_7-deaz_pipe_acety,CC(=O)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,acetyl,389.4,1.88,0.809,1,0.192
gen_pyridy_7-deaz_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3[nH]ccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,7-deazapurine,piperidine,cyclopropanecarbonyl,415.4,2.27,0.817,2,0.178
gen_pyridy_thieno_azet_acryl,C=CC(=O)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,acrylamide,390.4,1.99,0.737,2,0.267
gen_pyridy_thieno_azet_cyclo,O=C(C1=CCC1)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,cyclobutenylamide,416.4,2.53,0.756,2,0.258
gen_pyridy_thieno_azet_fluor,C=C(F)C(=O)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,fluoroacrylamide,408.4,2.29,0.566,2,0.2
gen_pyridy_thieno_azet_propi,C#CC(=O)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,propiolamide,388.4,1.44,0.695,1,0.188
gen_pyridy_thieno_azet_acety,CC(=O)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,acetyl,378.4,1.83,0.76,1,0.194
gen_pyridy_thieno_azet_cyclo,O=C(C1CC1)N1CC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,azetidine,cyclopropanecarbonyl,404.4,2.22,0.771,2,0.189
gen_pyridy_thieno_pyrr_acryl,C=CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,acrylamide,404.4,2.38,0.722,2,0.25
gen_pyridy_thieno_pyrr_cyclo,O=C(C1=CCC1)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,cyclobutenylamide,430.5,2.92,0.736,2,0.24
gen_pyridy_thieno_pyrr_fluor,C=C(F)C(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,fluoroacrylamide,422.4,2.68,0.552,2,0.188
gen_pyridy_thieno_pyrr_propi,C#CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,propiolamide,402.4,1.83,0.684,1,0.176
gen_pyridy_thieno_pyrr_acety,CC(=O)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,acetyl,392.4,2.22,0.747,1,0.194
gen_pyridy_thieno_pyrr_cyclo,O=C(C1CC1)N1CCC2CN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,pyrrolidine,cyclopropanecarbonyl,418.4,2.61,0.753,2,0.18
gen_pyridy_thieno_pipe_acryl,C=CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,acrylamide,418.4,2.77,0.705,2,0.247
gen_pyridy_thieno_pipe_cyclo,O=C(C1=CCC1)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,cyclobutenylamide,444.5,3.31,0.714,2,0.235
gen_pyridy_thieno_pipe_fluor,C=C(F)C(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,fluoroacrylamide,436.4,3.07,0.537,2,0.186
gen_pyridy_thieno_pipe_propi,C#CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,propiolamide,416.4,2.22,0.67,1,0.175
gen_pyridy_thieno_pipe_acety,CC(=O)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,acetyl,406.4,2.61,0.731,1,0.192
gen_pyridy_thieno_pipe_cyclo,O=C(C1CC1)N1CCC2CCN=c3sccc3=C(c3cc(C(F)(F)F)ccn3)N=C21,pyridyl-CF3,thienopyrimidine,piperidine,cyclopropanecarbonyl,432.5,3.0,0.733,2,0.178
